state,sector,week,MtCO2 per week
Fujian,Power,2020-01-13/2020-01-19,1.078082
Fujian,Power,2020-01-20/2020-01-26,0.863092
Fujian,Power,2020-01-27/2020-02-02,0.899566
Fujian,Power,2020-02-03/2020-02-09,1.241728
Fujian,Power,2020-02-10/2020-02-16,1.219701
Fujian,Power,2020-02-17/2020-02-23,1.260827
Fujian,Power,2020-02-24/2020-03-01,1.312727
Fujian,Power,2020-03-02/2020-03-08,1.237778
Fujian,Power,2020-03-09/2020-03-15,1.27582
Fujian,Power,2020-03-16/2020-03-22,1.299161
Fujian,Power,2020-03-23/2020-03-29,1.30587
Fujian,Power,2020-03-30/2020-04-05,1.360577
Fujian,Power,2020-04-06/2020-04-12,1.395434
Fujian,Power,2020-04-13/2020-04-19,1.352887
Fujian,Power,2020-04-20/2020-04-26,1.345676
Fujian,Power,2020-04-27/2020-05-03,1.3499970000000001
Fujian,Power,2020-05-04/2020-05-10,1.500743
Fujian,Power,2020-05-11/2020-05-17,1.4494690000000001
Fujian,Power,2020-05-18/2020-05-24,1.458922
Fujian,Power,2020-05-25/2020-05-31,1.448215
Fujian,Power,2020-06-01/2020-06-07,1.622696
Fujian,Power,2020-06-08/2020-06-14,1.751678
Fujian,Power,2020-06-15/2020-06-21,1.735627
Fujian,Power,2020-06-22/2020-06-28,1.666039
Fujian,Power,2020-06-29/2020-07-05,2.05519
Fujian,Power,2020-07-06/2020-07-12,2.231624
Fujian,Power,2020-07-13/2020-07-19,2.210674
Fujian,Power,2020-07-20/2020-07-26,2.205669
Fujian,Power,2020-07-27/2020-08-02,2.310108
Fujian,Power,2020-08-03/2020-08-09,2.39664
Fujian,Power,2020-08-10/2020-08-16,2.411027
Fujian,Power,2020-08-17/2020-08-23,2.310638
Fujian,Power,2020-08-24/2020-08-30,2.233049
Fujian,Power,2020-08-31/2020-09-06,2.138721
Fujian,Power,2020-09-07/2020-09-13,2.006527
Fujian,Power,2020-09-14/2020-09-20,1.8499560000000002
Fujian,Power,2020-09-21/2020-09-27,1.783952
Fujian,Power,2020-09-28/2020-10-04,1.548726
Fujian,Power,2020-10-05/2020-10-11,1.468834
Fujian,Power,2020-10-12/2020-10-18,1.575201
Fujian,Power,2020-10-19/2020-10-25,1.626945
Fujian,Power,2020-10-26/2020-11-01,1.691122
Fujian,Power,2020-11-02/2020-11-08,1.554872
Fujian,Power,2020-11-09/2020-11-15,1.625632
Fujian,Power,2020-11-16/2020-11-22,1.716925
Fujian,Power,2020-11-23/2020-11-29,1.920288
Fujian,Power,2020-11-30/2020-12-06,1.79658
Fujian,Power,2020-12-07/2020-12-13,1.823917
Fujian,Power,2020-12-14/2020-12-20,1.8715760000000001
Fujian,Power,2020-12-21/2020-12-27,1.8689689999999999
Fujian,Power,2020-12-28/2021-01-03,1.868157
Fujian,Power,2021-01-04/2021-01-10,1.944425
Fujian,Power,2021-01-11/2021-01-17,1.9095
Fujian,Power,2021-01-18/2021-01-24,1.8043369999999999
Fujian,Power,2021-01-25/2021-01-31,1.7466279999999998
Fujian,Power,2021-02-01/2021-02-07,1.9571209999999999
Fujian,Power,2021-02-08/2021-02-14,1.673385
Fujian,Power,2021-02-15/2021-02-21,1.563387
Fujian,Power,2021-02-22/2021-02-28,1.76884
Fujian,Power,2021-03-01/2021-03-07,2.159977
Fujian,Power,2021-03-08/2021-03-14,2.206704
Fujian,Power,2021-03-15/2021-03-21,2.098822
Fujian,Power,2021-03-22/2021-03-28,2.058919
Fujian,Power,2021-03-29/2021-04-04,2.167166
Fujian,Power,2021-04-05/2021-04-11,2.197663
Fujian,Power,2021-04-12/2021-04-18,2.091529
Fujian,Power,2021-04-19/2021-04-25,2.04305
Fujian,Power,2021-04-26/2021-05-02,1.967857
Fujian,Power,2021-05-03/2021-05-09,1.885449
Fujian,Power,2021-05-10/2021-05-16,1.996747
Fujian,Power,2021-05-17/2021-05-23,1.997454
Fujian,Power,2021-05-24/2021-05-30,1.997748
Fujian,Power,2021-05-31/2021-06-06,1.994038
Fujian,Power,2021-06-07/2021-06-13,2.083341
Fujian,Power,2021-06-14/2021-06-20,2.155375
Fujian,Power,2021-06-21/2021-06-27,2.154251
Fujian,Power,2021-06-28/2021-07-04,2.453936
Fujian,Power,2021-07-05/2021-07-11,2.902805
Fujian,Power,2021-07-12/2021-07-18,2.965463
Fujian,Power,2021-07-19/2021-07-25,2.746889
Fujian,Power,2021-07-26/2021-08-01,2.851462
Fujian,Power,2021-08-02/2021-08-08,2.812424
Fujian,Power,2021-08-09/2021-08-15,2.721153
Fujian,Power,2021-08-16/2021-08-22,2.533353
Fujian,Power,2021-08-23/2021-08-29,2.42032
Fujian,Power,2021-08-30/2021-09-05,2.847813
Fujian,Power,2021-09-06/2021-09-12,2.852316
Fujian,Power,2021-09-13/2021-09-19,2.766262
Fujian,Power,2021-09-20/2021-09-26,2.646637
Fujian,Power,2021-09-27/2021-10-03,2.372626
Fujian,Power,2021-10-04/2021-10-10,2.006417
Fujian,Power,2021-10-11/2021-10-17,1.969597
Fujian,Power,2021-10-18/2021-10-24,2.017175
Fujian,Power,2021-10-25/2021-10-31,2.073053
Fujian,Power,2021-11-01/2021-11-07,1.883172
Fujian,Power,2021-11-08/2021-11-14,1.873064
Fujian,Power,2021-11-15/2021-11-21,1.953375
Fujian,Power,2021-11-22/2021-11-28,2.0191
Fujian,Power,2021-11-29/2021-12-05,1.8553169999999999
Fujian,Power,2021-12-06/2021-12-12,1.896377
Fujian,Power,2021-12-13/2021-12-19,1.9493909999999999
Fujian,Power,2021-12-20/2021-12-26,2.012915
Fujian,Power,2021-12-27/2022-01-02,2.022558
Fujian,Power,2022-01-03/2022-01-09,1.8720020000000002
Fujian,Power,2022-01-10/2022-01-16,1.862332
Fujian,Power,2022-01-17/2022-01-23,1.827929
Fujian,Power,2022-01-24/2022-01-30,1.663325
Fujian,Power,2022-01-31/2022-02-06,1.363336
Fujian,Power,2022-02-07/2022-02-13,1.471182
Fujian,Power,2022-02-14/2022-02-20,1.570731
Fujian,Power,2022-02-21/2022-02-27,1.6444809999999999
Fujian,Power,2022-02-28/2022-03-06,1.983737
Fujian,Power,2022-03-07/2022-03-13,2.056031
Fujian,Power,2022-03-14/2022-03-20,2.076097
Fujian,Power,2022-03-21/2022-03-27,2.036805
Fujian,Power,2022-03-28/2022-04-03,1.842259
Fujian,Power,2022-04-04/2022-04-10,1.588004
Fujian,Power,2022-04-11/2022-04-17,1.589642
Fujian,Power,2022-04-18/2022-04-24,1.519456
Fujian,Power,2022-04-25/2022-05-01,1.506565
Fujian,Power,2022-05-02/2022-05-08,1.400593
Fujian,Power,2022-05-09/2022-05-15,1.474012
Fujian,Power,2022-05-16/2022-05-22,1.43015
Fujian,Power,2022-05-23/2022-05-29,1.446715
Fujian,Power,2022-05-30/2022-06-05,1.4472909999999999
Fujian,Power,2022-06-06/2022-06-12,1.555313
Fujian,Power,2022-06-13/2022-06-19,1.635121
Fujian,Power,2022-06-20/2022-06-26,1.7566350000000002
Fujian,Power,2022-06-27/2022-07-03,2.030802
Fujian,Power,2022-07-04/2022-07-10,2.450343
Fujian,Power,2022-07-11/2022-07-17,2.667725
Fujian,Power,2022-07-18/2022-07-24,2.665504
Fujian,Power,2022-07-25/2022-07-31,2.692858
Fujian,Power,2022-08-01/2022-08-07,3.051626
Fujian,Power,2022-08-08/2022-08-14,3.045588
Fujian,Power,2022-08-15/2022-08-21,3.027207
Fujian,Power,2022-08-22/2022-08-28,2.889381
Fujian,Power,2022-08-29/2022-09-04,2.670113
Fujian,Power,2022-09-05/2022-09-11,2.616199
Fujian,Power,2022-09-12/2022-09-18,2.581262
Fujian,Power,2022-09-19/2022-09-25,2.450336
Fujian,Power,2022-09-26/2022-10-02,2.319577
Fujian,Power,2022-10-03/2022-10-09,1.941203
Fujian,Power,2022-10-10/2022-10-16,1.916944
Fujian,Power,2022-10-17/2022-10-23,1.854416
Fujian,Power,2022-10-24/2022-10-30,1.9024429999999999
Fujian,Power,2022-10-31/2022-11-06,1.8114460000000001
Fujian,Power,2022-11-07/2022-11-13,1.872398
Fujian,Power,2022-11-14/2022-11-20,1.9236119999999999
Fujian,Power,2022-11-21/2022-11-27,1.9206699999999999
Fujian,Power,2022-11-28/2022-12-04,1.86435
Fujian,Power,2022-12-05/2022-12-11,1.850108
Fujian,Power,2022-12-12/2022-12-18,1.874737
Fujian,Power,2022-12-19/2022-12-25,1.865014
Fujian,Power,2022-12-26/2023-01-01,1.852292
Fujian,Power,2023-01-02/2023-01-08,1.537953
Fujian,Power,2023-01-09/2023-01-15,1.393958
Fujian,Power,2023-01-16/2023-01-22,1.261962
Fujian,Power,2023-01-23/2023-01-29,1.217434
Fujian,Power,2023-01-30/2023-02-05,1.507217
Fujian,Power,2023-02-06/2023-02-12,1.676874
Fujian,Power,2023-02-13/2023-02-19,1.694134
Fujian,Power,2023-02-20/2023-02-26,1.70752
Fujian,Power,2023-02-27/2023-03-05,2.000823
Fujian,Power,2023-03-06/2023-03-12,2.0970619999999998
Fujian,Power,2023-03-13/2023-03-19,2.080598
Fujian,Power,2023-03-20/2023-03-26,2.08645
Fujian,Power,2023-03-27/2023-04-02,2.012934
Fujian,Power,2023-04-03/2023-04-09,1.914292
Fujian,Power,2023-04-10/2023-04-16,1.930376
Fujian,Power,2023-04-17/2023-04-23,1.930212
Fujian,Power,2023-04-24/2023-04-30,1.882555
Fujian,Power,2023-05-01/2023-05-07,1.787019
Fujian,Power,2023-05-08/2023-05-14,1.878203
Fujian,Power,2023-05-15/2023-05-21,1.862994
Fujian,Power,2023-05-22/2023-05-28,1.901122
Fujian,Power,2023-05-29/2023-06-04,2.315302
Fujian,Power,2023-06-05/2023-06-11,2.5862
Fujian,Power,2023-06-12/2023-06-18,2.698321
Fujian,Power,2023-06-19/2023-06-25,2.670745
Fujian,Power,2023-06-26/2023-07-02,2.766199
Fujian,Power,2023-07-03/2023-07-09,2.7930260000000002
Fujian,Power,2023-07-10/2023-07-16,3.006081
Fujian,Power,2023-07-17/2023-07-23,2.912447
Fujian,Power,2023-07-24/2023-07-30,2.804882
Fujian,Power,2023-07-31/2023-08-06,2.7953799999999998
Fujian,Power,2023-08-07/2023-08-13,2.848225
Fujian,Power,2023-08-14/2023-08-20,2.874202
Fujian,Power,2023-08-21/2023-08-27,2.753071
Fujian,Power,2023-08-28/2023-09-03,2.403714
Fujian,Power,2023-09-04/2023-09-10,2.345449
Fujian,Power,2023-09-11/2023-09-17,2.312362
Fujian,Power,2023-09-18/2023-09-24,2.31043
Fujian,Power,2023-09-25/2023-10-01,2.161289
Fujian,Power,2023-10-02/2023-10-08,2.026932
Fujian,Power,2023-10-09/2023-10-15,2.059514
Fujian,Power,2023-10-16/2023-10-22,1.985563
Fujian,Power,2023-10-23/2023-10-29,2.06634
Fujian,Power,2023-10-30/2023-11-05,2.147929
Fujian,Power,2023-11-06/2023-11-12,2.246644
Fujian,Power,2023-11-13/2023-11-19,2.3260199999999998
Fujian,Power,2023-11-20/2023-11-26,2.411259
Fujian,Power,2023-11-27/2023-12-03,2.449528
Fujian,Power,2023-12-04/2023-12-10,2.351976
Fujian,Power,2023-12-11/2023-12-17,2.570836
Fujian,Power,2023-12-18/2023-12-24,2.657295
Fujian,Power,2023-12-25/2023-12-31,2.617117
Fujian,Power,2024-01-01/2024-01-07,2.0787329999999997
Fujian,Power,2024-01-08/2024-01-14,2.064194
Fujian,Power,2024-01-15/2024-01-21,2.087814
Fujian,Power,2024-01-22/2024-01-28,2.092446
Fujian,Power,2024-01-29/2024-02-04,2.114557
Fujian,Power,2024-02-05/2024-02-11,1.792049
Fujian,Power,2024-02-12/2024-02-18,1.381037
Fujian,Power,2024-02-19/2024-02-25,1.94594
Fujian,Power,2024-02-26/2024-03-03,2.2793775
Fujian,Power,2024-03-04/2024-03-10,2.540105
Fujian,Power,2024-03-11/2024-03-17,2.389939
Fujian,Power,2024-03-18/2024-03-24,2.319274
Fujian,Power,2024-03-25/2024-03-31,2.294258
Fujian,Power,2024-04-01/2024-04-07,1.963047
Fujian,Power,2024-04-08/2024-04-14,1.923211
Fujian,Power,2024-04-15/2024-04-21,1.880533
Fujian,Power,2024-04-22/2024-04-28,1.877092
Fujian,Power,2024-04-29/2024-05-05,1.9268990000000001
Fujian,Power,2024-05-06/2024-05-12,2.054909
Fujian,Power,2024-05-13/2024-05-19,2.035438
Fujian,Power,2024-05-20/2024-05-26,2.093787
Fujian,Power,2024-05-27/2024-06-02,2.037309
Fujian,Power,2024-06-03/2024-06-09,2.068641
Fujian,Power,2024-06-10/2024-06-16,2.1837910000000003
Fujian,Power,2024-06-17/2024-06-23,2.197609
Fujian,Power,2024-06-24/2024-06-30,2.184898
Fujian,Power,2024-07-01/2024-07-07,2.677422
Fujian,Power,2024-07-08/2024-07-14,2.764044
Fujian,Power,2024-07-15/2024-07-21,2.837809
Fujian,Power,2024-07-22/2024-07-28,2.989138
Fujian,Power,2024-07-29/2024-08-04,2.912619
Fujian,Power,2024-08-05/2024-08-11,2.884191
Fujian,Power,2024-08-12/2024-08-18,2.9508010000000002
Fujian,Power,2024-08-19/2024-08-25,2.930936
Fujian,Power,2024-08-26/2024-09-01,2.880527
Fujian,Power,2024-09-02/2024-09-08,2.946306
Fujian,Power,2024-09-09/2024-09-15,2.933712
Fujian,Power,2024-09-16/2024-09-22,2.757165
Fujian,Power,2024-09-23/2024-09-29,2.683371
Fujian,Power,2024-09-30/2024-10-06,0.369041
Fujian,Residential,2019-12-30/2020-01-05,5e-05
Fujian,Residential,2020-01-06/2020-01-12,7.000000000000001e-05
Fujian,Residential,2020-01-13/2020-01-19,7.000000000000001e-05
Fujian,Residential,2020-01-20/2020-01-26,7.000000000000001e-05
Fujian,Residential,2020-01-27/2020-02-02,7.000000000000001e-05
Fujian,Residential,2020-02-03/2020-02-09,7.000000000000001e-05
Fujian,Residential,2020-02-10/2020-02-16,7.000000000000001e-05
Fujian,Residential,2020-02-17/2020-02-23,7.000000000000001e-05
Fujian,Residential,2020-02-24/2020-03-01,7.000000000000001e-05
Fujian,Residential,2020-03-02/2020-03-08,7.000000000000001e-05
Fujian,Residential,2020-03-09/2020-03-15,7.000000000000001e-05
Fujian,Residential,2020-03-16/2020-03-22,7.000000000000001e-05
Fujian,Residential,2020-03-23/2020-03-29,7.000000000000001e-05
Fujian,Residential,2020-03-30/2020-04-05,7.000000000000001e-05
Fujian,Residential,2020-04-06/2020-04-12,7.000000000000001e-05
Fujian,Residential,2020-04-13/2020-04-19,7.000000000000001e-05
Fujian,Residential,2020-04-20/2020-04-26,7.000000000000001e-05
Fujian,Residential,2020-04-27/2020-05-03,7.000000000000001e-05
Fujian,Residential,2020-05-04/2020-05-10,7.000000000000001e-05
Fujian,Residential,2020-05-11/2020-05-17,7.000000000000001e-05
Fujian,Residential,2020-05-18/2020-05-24,7.000000000000001e-05
Fujian,Residential,2020-05-25/2020-05-31,7.000000000000001e-05
Fujian,Residential,2020-06-01/2020-06-07,7.000000000000001e-05
Fujian,Residential,2020-06-08/2020-06-14,7.000000000000001e-05
Fujian,Residential,2020-06-15/2020-06-21,7.000000000000001e-05
Fujian,Residential,2020-06-22/2020-06-28,7.000000000000001e-05
Fujian,Residential,2020-06-29/2020-07-05,7.000000000000001e-05
Fujian,Residential,2020-07-06/2020-07-12,7.000000000000001e-05
Fujian,Residential,2020-07-13/2020-07-19,7.000000000000001e-05
Fujian,Residential,2020-07-20/2020-07-26,7.000000000000001e-05
Fujian,Residential,2020-07-27/2020-08-02,7.000000000000001e-05
Fujian,Residential,2020-08-03/2020-08-09,7.000000000000001e-05
Fujian,Residential,2020-08-10/2020-08-16,7.000000000000001e-05
Fujian,Residential,2020-08-17/2020-08-23,7.000000000000001e-05
Fujian,Residential,2020-08-24/2020-08-30,7.000000000000001e-05
Fujian,Residential,2020-08-31/2020-09-06,7.000000000000001e-05
Fujian,Residential,2020-09-07/2020-09-13,7.000000000000001e-05
Fujian,Residential,2020-09-14/2020-09-20,7.000000000000001e-05
Fujian,Residential,2020-09-21/2020-09-27,7.000000000000001e-05
Fujian,Residential,2020-09-28/2020-10-04,7.000000000000001e-05
Fujian,Residential,2020-10-05/2020-10-11,7.000000000000001e-05
Fujian,Residential,2020-10-12/2020-10-18,7.000000000000001e-05
Fujian,Residential,2020-10-19/2020-10-25,7.000000000000001e-05
Fujian,Residential,2020-10-26/2020-11-01,7.000000000000001e-05
Fujian,Residential,2020-11-02/2020-11-08,7.000000000000001e-05
Fujian,Residential,2020-11-09/2020-11-15,7.000000000000001e-05
Fujian,Residential,2020-11-16/2020-11-22,7.000000000000001e-05
Fujian,Residential,2020-11-23/2020-11-29,7.000000000000001e-05
Fujian,Residential,2020-11-30/2020-12-06,7.000000000000001e-05
Fujian,Residential,2020-12-07/2020-12-13,7.000000000000001e-05
Fujian,Residential,2020-12-14/2020-12-20,7.000000000000001e-05
Fujian,Residential,2020-12-21/2020-12-27,7.000000000000001e-05
Fujian,Residential,2020-12-28/2021-01-03,7.000000000000001e-05
Fujian,Residential,2021-01-04/2021-01-10,7.000000000000001e-05
Fujian,Residential,2021-01-11/2021-01-17,7.000000000000001e-05
Fujian,Residential,2021-01-18/2021-01-24,7.000000000000001e-05
Fujian,Residential,2021-01-25/2021-01-31,7.000000000000001e-05
Fujian,Residential,2021-02-01/2021-02-07,7.000000000000001e-05
Fujian,Residential,2021-02-08/2021-02-14,7.000000000000001e-05
Fujian,Residential,2021-02-15/2021-02-21,7.000000000000001e-05
Fujian,Residential,2021-02-22/2021-02-28,7.000000000000001e-05
Fujian,Residential,2021-03-01/2021-03-07,7.000000000000001e-05
Fujian,Residential,2021-03-08/2021-03-14,7.000000000000001e-05
Fujian,Residential,2021-03-15/2021-03-21,7.000000000000001e-05
Fujian,Residential,2021-03-22/2021-03-28,7.000000000000001e-05
Fujian,Residential,2021-03-29/2021-04-04,7.000000000000001e-05
Fujian,Residential,2021-04-05/2021-04-11,7.000000000000001e-05
Fujian,Residential,2021-04-12/2021-04-18,7.000000000000001e-05
Fujian,Residential,2021-04-19/2021-04-25,7.000000000000001e-05
Fujian,Residential,2021-04-26/2021-05-02,7.000000000000001e-05
Fujian,Residential,2021-05-03/2021-05-09,7.000000000000001e-05
Fujian,Residential,2021-05-10/2021-05-16,7.000000000000001e-05
Fujian,Residential,2021-05-17/2021-05-23,7.000000000000001e-05
Fujian,Residential,2021-05-24/2021-05-30,7.000000000000001e-05
Fujian,Residential,2021-05-31/2021-06-06,7.000000000000001e-05
Fujian,Residential,2021-06-07/2021-06-13,7.000000000000001e-05
Fujian,Residential,2021-06-14/2021-06-20,7.000000000000001e-05
Fujian,Residential,2021-06-21/2021-06-27,7.000000000000001e-05
Fujian,Residential,2021-06-28/2021-07-04,7.000000000000001e-05
Fujian,Residential,2021-07-05/2021-07-11,7.000000000000001e-05
Fujian,Residential,2021-07-12/2021-07-18,7.000000000000001e-05
Fujian,Residential,2021-07-19/2021-07-25,7.000000000000001e-05
Fujian,Residential,2021-07-26/2021-08-01,7.000000000000001e-05
Fujian,Residential,2021-08-02/2021-08-08,7.000000000000001e-05
Fujian,Residential,2021-08-09/2021-08-15,7.000000000000001e-05
Fujian,Residential,2021-08-16/2021-08-22,7.000000000000001e-05
Fujian,Residential,2021-08-23/2021-08-29,7.000000000000001e-05
Fujian,Residential,2021-08-30/2021-09-05,7.000000000000001e-05
Fujian,Residential,2021-09-06/2021-09-12,7.000000000000001e-05
Fujian,Residential,2021-09-13/2021-09-19,7.000000000000001e-05
Fujian,Residential,2021-09-20/2021-09-26,7.000000000000001e-05
Fujian,Residential,2021-09-27/2021-10-03,7.000000000000001e-05
Fujian,Residential,2021-10-04/2021-10-10,7.000000000000001e-05
Fujian,Residential,2021-10-11/2021-10-17,7.000000000000001e-05
Fujian,Residential,2021-10-18/2021-10-24,7.000000000000001e-05
Fujian,Residential,2021-10-25/2021-10-31,7.000000000000001e-05
Fujian,Residential,2021-11-01/2021-11-07,7.000000000000001e-05
Fujian,Residential,2021-11-08/2021-11-14,7.000000000000001e-05
Fujian,Residential,2021-11-15/2021-11-21,7.000000000000001e-05
Fujian,Residential,2021-11-22/2021-11-28,7.000000000000001e-05
Fujian,Residential,2021-11-29/2021-12-05,7.000000000000001e-05
Fujian,Residential,2021-12-06/2021-12-12,7.000000000000001e-05
Fujian,Residential,2021-12-13/2021-12-19,7.000000000000001e-05
Fujian,Residential,2021-12-20/2021-12-26,7.000000000000001e-05
Fujian,Residential,2021-12-27/2022-01-02,7.000000000000001e-05
Fujian,Residential,2022-01-03/2022-01-09,7.000000000000001e-05
Fujian,Residential,2022-01-10/2022-01-16,7.000000000000001e-05
Fujian,Residential,2022-01-17/2022-01-23,7.000000000000001e-05
Fujian,Residential,2022-01-24/2022-01-30,7.000000000000001e-05
Fujian,Residential,2022-01-31/2022-02-06,7.000000000000001e-05
Fujian,Residential,2022-02-07/2022-02-13,7.000000000000001e-05
Fujian,Residential,2022-02-14/2022-02-20,7.000000000000001e-05
Fujian,Residential,2022-02-21/2022-02-27,7.000000000000001e-05
Fujian,Residential,2022-02-28/2022-03-06,7.000000000000001e-05
Fujian,Residential,2022-03-07/2022-03-13,7.000000000000001e-05
Fujian,Residential,2022-03-14/2022-03-20,7.000000000000001e-05
Fujian,Residential,2022-03-21/2022-03-27,7.000000000000001e-05
Fujian,Residential,2022-03-28/2022-04-03,7.000000000000001e-05
Fujian,Residential,2022-04-04/2022-04-10,7.000000000000001e-05
Fujian,Residential,2022-04-11/2022-04-17,7.000000000000001e-05
Fujian,Residential,2022-04-18/2022-04-24,7.000000000000001e-05
Fujian,Residential,2022-04-25/2022-05-01,7.000000000000001e-05
Fujian,Residential,2022-05-02/2022-05-08,7.000000000000001e-05
Fujian,Residential,2022-05-09/2022-05-15,7.000000000000001e-05
Fujian,Residential,2022-05-16/2022-05-22,7.000000000000001e-05
Fujian,Residential,2022-05-23/2022-05-29,7.000000000000001e-05
Fujian,Residential,2022-05-30/2022-06-05,7.000000000000001e-05
Fujian,Residential,2022-06-06/2022-06-12,7.000000000000001e-05
Fujian,Residential,2022-06-13/2022-06-19,7.000000000000001e-05
Fujian,Residential,2022-06-20/2022-06-26,7.000000000000001e-05
Fujian,Residential,2022-06-27/2022-07-03,7.000000000000001e-05
Fujian,Residential,2022-07-04/2022-07-10,7.000000000000001e-05
Fujian,Residential,2022-07-11/2022-07-17,7.000000000000001e-05
Fujian,Residential,2022-07-18/2022-07-24,7.000000000000001e-05
Fujian,Residential,2022-07-25/2022-07-31,7.000000000000001e-05
Fujian,Residential,2022-08-01/2022-08-07,7.000000000000001e-05
Fujian,Residential,2022-08-08/2022-08-14,7.000000000000001e-05
Fujian,Residential,2022-08-15/2022-08-21,7.000000000000001e-05
Fujian,Residential,2022-08-22/2022-08-28,7.000000000000001e-05
Fujian,Residential,2022-08-29/2022-09-04,7.000000000000001e-05
Fujian,Residential,2022-09-05/2022-09-11,7.000000000000001e-05
Fujian,Residential,2022-09-12/2022-09-18,7.000000000000001e-05
Fujian,Residential,2022-09-19/2022-09-25,7.000000000000001e-05
Fujian,Residential,2022-09-26/2022-10-02,7.000000000000001e-05
Fujian,Residential,2022-10-03/2022-10-09,7.000000000000001e-05
Fujian,Residential,2022-10-10/2022-10-16,7.000000000000001e-05
Fujian,Residential,2022-10-17/2022-10-23,7.000000000000001e-05
Fujian,Residential,2022-10-24/2022-10-30,7.000000000000001e-05
Fujian,Residential,2022-10-31/2022-11-06,7.000000000000001e-05
Fujian,Residential,2022-11-07/2022-11-13,7.000000000000001e-05
Fujian,Residential,2022-11-14/2022-11-20,7.000000000000001e-05
Fujian,Residential,2022-11-21/2022-11-27,7.000000000000001e-05
Fujian,Residential,2022-11-28/2022-12-04,7.000000000000001e-05
Fujian,Residential,2022-12-05/2022-12-11,7.000000000000001e-05
Fujian,Residential,2022-12-12/2022-12-18,7.000000000000001e-05
Fujian,Residential,2022-12-19/2022-12-25,7.000000000000001e-05
Fujian,Residential,2022-12-26/2023-01-01,7.000000000000001e-05
Fujian,Residential,2023-01-02/2023-01-08,7.000000000000001e-05
Fujian,Residential,2023-01-09/2023-01-15,7.000000000000001e-05
Fujian,Residential,2023-01-16/2023-01-22,7.000000000000001e-05
Fujian,Residential,2023-01-23/2023-01-29,7.000000000000001e-05
Fujian,Residential,2023-01-30/2023-02-05,7.000000000000001e-05
Fujian,Residential,2023-02-06/2023-02-12,7.000000000000001e-05
Fujian,Residential,2023-02-13/2023-02-19,7.000000000000001e-05
Fujian,Residential,2023-02-20/2023-02-26,7.000000000000001e-05
Fujian,Residential,2023-02-27/2023-03-05,7.000000000000001e-05
Fujian,Residential,2023-03-06/2023-03-12,7.000000000000001e-05
Fujian,Residential,2023-03-13/2023-03-19,7.000000000000001e-05
Fujian,Residential,2023-03-20/2023-03-26,7.000000000000001e-05
Fujian,Residential,2023-03-27/2023-04-02,7.000000000000001e-05
Fujian,Residential,2023-04-03/2023-04-09,7.000000000000001e-05
Fujian,Residential,2023-04-10/2023-04-16,7.000000000000001e-05
Fujian,Residential,2023-04-17/2023-04-23,7.000000000000001e-05
Fujian,Residential,2023-04-24/2023-04-30,7.000000000000001e-05
Fujian,Residential,2023-05-01/2023-05-07,7.000000000000001e-05
Fujian,Residential,2023-05-08/2023-05-14,7.000000000000001e-05
Fujian,Residential,2023-05-15/2023-05-21,7.000000000000001e-05
Fujian,Residential,2023-05-22/2023-05-28,7.000000000000001e-05
Fujian,Residential,2023-05-29/2023-06-04,7.000000000000001e-05
Fujian,Residential,2023-06-05/2023-06-11,7.000000000000001e-05
Fujian,Residential,2023-06-12/2023-06-18,7.000000000000001e-05
Fujian,Residential,2023-06-19/2023-06-25,7.000000000000001e-05
Fujian,Residential,2023-06-26/2023-07-02,7.000000000000001e-05
Fujian,Residential,2023-07-03/2023-07-09,7.000000000000001e-05
Fujian,Residential,2023-07-10/2023-07-16,7.000000000000001e-05
Fujian,Residential,2023-07-17/2023-07-23,7.000000000000001e-05
Fujian,Residential,2023-07-24/2023-07-30,7.000000000000001e-05
Fujian,Residential,2023-07-31/2023-08-06,7.000000000000001e-05
Fujian,Residential,2023-08-07/2023-08-13,7.000000000000001e-05
Fujian,Residential,2023-08-14/2023-08-20,7.000000000000001e-05
Fujian,Residential,2023-08-21/2023-08-27,7.000000000000001e-05
Fujian,Residential,2023-08-28/2023-09-03,7.000000000000001e-05
Fujian,Residential,2023-09-04/2023-09-10,7.000000000000001e-05
Fujian,Residential,2023-09-11/2023-09-17,7.000000000000001e-05
Fujian,Residential,2023-09-18/2023-09-24,7.000000000000001e-05
Fujian,Residential,2023-09-25/2023-10-01,7.000000000000001e-05
Fujian,Residential,2023-10-02/2023-10-08,7.000000000000001e-05
Fujian,Residential,2023-10-09/2023-10-15,7.000000000000001e-05
Fujian,Residential,2023-10-16/2023-10-22,7.000000000000001e-05
Fujian,Residential,2023-10-23/2023-10-29,7.000000000000001e-05
Fujian,Residential,2023-10-30/2023-11-05,7.000000000000001e-05
Fujian,Residential,2023-11-06/2023-11-12,7.000000000000001e-05
Fujian,Residential,2023-11-13/2023-11-19,7.000000000000001e-05
Fujian,Residential,2023-11-20/2023-11-26,7.000000000000001e-05
Fujian,Residential,2023-11-27/2023-12-03,7.000000000000001e-05
Fujian,Residential,2023-12-04/2023-12-10,7.000000000000001e-05
Fujian,Residential,2023-12-11/2023-12-17,7.000000000000001e-05
Fujian,Residential,2023-12-18/2023-12-24,7.000000000000001e-05
Fujian,Residential,2023-12-25/2023-12-31,7.000000000000001e-05
Fujian,Residential,2024-01-01/2024-01-07,7.000000000000001e-05
Fujian,Residential,2024-01-08/2024-01-14,7.000000000000001e-05
Fujian,Residential,2024-01-15/2024-01-21,7.000000000000001e-05
