state,sector,week,MtCO2 per week
Liaoning,Aviation,2022-03-14/2022-03-20,0.01562917
Liaoning,Aviation,2022-03-21/2022-03-27,0.01251883
Liaoning,Aviation,2022-03-28/2022-04-03,0.00968232
Liaoning,Aviation,2022-04-04/2022-04-10,0.007141764
Liaoning,Aviation,2022-04-11/2022-04-17,0.007583571000000001
Liaoning,Aviation,2022-04-18/2022-04-24,0.00844202
Liaoning,Aviation,2022-04-25/2022-05-01,0.010429850000000001
Liaoning,Aviation,2022-05-02/2022-05-08,0.0163719
Liaoning,Aviation,2022-05-09/2022-05-15,0.01913411
Liaoning,Aviation,2022-05-16/2022-05-22,0.02133459
Liaoning,Aviation,2022-05-23/2022-05-29,0.02203572
Liaoning,Aviation,2022-05-30/2022-06-05,0.023154670000000002
Liaoning,Aviation,2022-06-06/2022-06-12,0.02827736
Liaoning,Aviation,2022-06-13/2022-06-19,0.03148127
Liaoning,Aviation,2022-06-20/2022-06-26,0.03395632
Liaoning,Aviation,2022-06-27/2022-07-03,0.03688327
Liaoning,Aviation,2022-07-04/2022-07-10,0.04103035
Liaoning,Aviation,2022-07-11/2022-07-17,0.04100311
Liaoning,Aviation,2022-07-18/2022-07-24,0.04036253
Liaoning,Aviation,2022-07-25/2022-07-31,0.04181277
Liaoning,Aviation,2022-08-01/2022-08-07,0.05013742
Liaoning,Aviation,2022-08-08/2022-08-14,0.04755229
Liaoning,Aviation,2022-08-15/2022-08-21,0.04391982
Liaoning,Aviation,2022-08-22/2022-08-28,0.03860509
Liaoning,Aviation,2022-08-29/2022-09-04,0.02937133
Liaoning,Aviation,2022-09-05/2022-09-11,0.02268777
Liaoning,Aviation,2022-09-12/2022-09-18,0.02493943
Liaoning,Aviation,2022-09-19/2022-09-25,0.0286803
Liaoning,Aviation,2022-09-26/2022-10-02,0.03346037
Liaoning,Aviation,2022-10-03/2022-10-09,0.02870319
Liaoning,Aviation,2022-10-10/2022-10-16,0.02354981
Liaoning,Aviation,2022-10-17/2022-10-23,0.02156153
Liaoning,Aviation,2022-10-24/2022-10-30,0.023926120000000002
Liaoning,Aviation,2022-10-31/2022-11-06,0.02385089
Liaoning,Aviation,2022-11-07/2022-11-13,0.02338638
Liaoning,Aviation,2022-11-14/2022-11-20,0.02386479
Liaoning,Aviation,2022-11-21/2022-11-27,0.022185
Liaoning,Aviation,2022-11-28/2022-12-04,0.01877846
Liaoning,Aviation,2022-12-05/2022-12-11,0.02656139
Liaoning,Aviation,2022-12-12/2022-12-18,0.034744
Liaoning,Aviation,2022-12-19/2022-12-25,0.02745622
Liaoning,Aviation,2022-12-26/2023-01-01,0.03209172
Liaoning,Aviation,2023-01-02/2023-01-08,0.03917242
Liaoning,Aviation,2023-01-09/2023-01-15,0.04920038
Liaoning,Aviation,2023-01-16/2023-01-22,0.04859718
Liaoning,Aviation,2023-01-23/2023-01-29,0.05037529
Liaoning,Aviation,2023-01-30/2023-02-05,0.05148239
Liaoning,Aviation,2023-02-06/2023-02-12,0.05239654
Liaoning,Aviation,2023-02-13/2023-02-19,0.05143776
Liaoning,Aviation,2023-02-20/2023-02-26,0.05142125
Liaoning,Aviation,2023-02-27/2023-03-05,0.046274829999999996
Liaoning,Aviation,2023-03-06/2023-03-12,0.04384632
Liaoning,Aviation,2023-03-13/2023-03-19,0.04539105
Liaoning,Aviation,2023-03-20/2023-03-26,0.04535698
Liaoning,Aviation,2023-03-27/2023-04-02,0.04759125
Liaoning,Aviation,2023-04-03/2023-04-09,0.04727743
Liaoning,Aviation,2023-04-10/2023-04-16,0.05046875
Liaoning,Aviation,2023-04-17/2023-04-23,0.04870304
Liaoning,Aviation,2023-04-24/2023-04-30,0.04935044
Liaoning,Aviation,2023-05-01/2023-05-07,0.0486242
Liaoning,Aviation,2023-05-08/2023-05-14,0.04957377
Liaoning,Aviation,2023-05-15/2023-05-21,0.04882212
Liaoning,Aviation,2023-05-22/2023-05-28,0.04881954
Liaoning,Aviation,2023-05-29/2023-06-04,0.0481387
Liaoning,Aviation,2023-06-05/2023-06-11,0.04808261
Liaoning,Aviation,2023-06-12/2023-06-18,0.05109534
Liaoning,Aviation,2023-06-19/2023-06-25,0.0523507
Liaoning,Aviation,2023-06-26/2023-07-02,0.05350233
Liaoning,Aviation,2023-07-03/2023-07-09,0.05508843
Liaoning,Aviation,2023-07-10/2023-07-16,0.05636061
Liaoning,Aviation,2023-07-17/2023-07-23,0.05913424
Liaoning,Aviation,2023-07-24/2023-07-30,0.061487440000000004
Liaoning,Aviation,2023-07-31/2023-08-06,0.06274149
Liaoning,Aviation,2023-08-07/2023-08-13,0.06297507
Liaoning,Aviation,2023-08-14/2023-08-20,0.06287229
Liaoning,Aviation,2023-08-21/2023-08-27,0.06218692
Liaoning,Aviation,2023-08-28/2023-09-03,0.05723358
Liaoning,Aviation,2023-09-04/2023-09-10,0.05579977
Liaoning,Aviation,2023-09-11/2023-09-17,0.05637653
Liaoning,Aviation,2023-09-18/2023-09-24,0.0569118
Liaoning,Aviation,2023-09-25/2023-10-01,0.06045434
Liaoning,Aviation,2023-10-02/2023-10-08,0.055747439999999995
Liaoning,Aviation,2023-10-09/2023-10-15,0.05113466
Liaoning,Aviation,2023-10-16/2023-10-22,0.05175346
Liaoning,Aviation,2023-10-23/2023-10-29,0.05119075
Liaoning,Aviation,2023-10-30/2023-11-05,0.04733818
Liaoning,Aviation,2023-11-06/2023-11-12,0.04552164
Liaoning,Aviation,2023-11-13/2023-11-19,0.0471619
Liaoning,Aviation,2023-11-20/2023-11-26,0.04707862
Liaoning,Aviation,2023-11-27/2023-12-03,0.05028746
Liaoning,Aviation,2023-12-04/2023-12-10,0.05360652
Liaoning,Aviation,2023-12-11/2023-12-17,0.05211465
Liaoning,Aviation,2023-12-18/2023-12-24,0.05500641
Liaoning,Aviation,2023-12-25/2023-12-31,0.05532054
Liaoning,Aviation,2024-01-01/2024-01-07,0.06168088
Liaoning,Aviation,2024-01-08/2024-01-14,0.06388302
Liaoning,Aviation,2024-01-15/2024-01-21,0.06633665999999999
Liaoning,Aviation,2024-01-22/2024-01-28,0.06940384
Liaoning,Aviation,2024-01-29/2024-02-04,0.0722908
Liaoning,Aviation,2024-02-05/2024-02-11,0.07177517
Liaoning,Aviation,2024-02-12/2024-02-18,0.0726841
Liaoning,Aviation,2024-02-19/2024-02-25,0.07094372
Liaoning,Aviation,2024-02-26/2024-03-03,0.06461372
Liaoning,Aviation,2024-03-04/2024-03-10,0.05457735
Liaoning,Aviation,2024-03-11/2024-03-17,0.054324620000000004
Liaoning,Aviation,2024-03-18/2024-03-24,0.055760080000000004
Liaoning,Aviation,2024-03-25/2024-03-31,0.05629604
Liaoning,Aviation,2024-04-01/2024-04-07,0.05519193
Liaoning,Aviation,2024-04-08/2024-04-14,0.05766359
Liaoning,Aviation,2024-04-15/2024-04-21,0.055902980000000005
Liaoning,Aviation,2024-04-22/2024-04-28,0.05723992
Liaoning,Aviation,2024-04-29/2024-05-05,0.05825156
Liaoning,Aviation,2024-05-06/2024-05-12,0.05567218
Liaoning,Aviation,2024-05-13/2024-05-19,0.05615357
Liaoning,Aviation,2024-05-20/2024-05-26,0.056368020000000005
Liaoning,Aviation,2024-05-27/2024-06-02,0.05588952
Liaoning,Aviation,2024-06-03/2024-06-09,0.05730177
Liaoning,Aviation,2024-06-10/2024-06-16,0.058936409999999995
Liaoning,Aviation,2024-06-17/2024-06-23,0.06124309
Liaoning,Aviation,2024-06-24/2024-06-30,0.06312999
Liaoning,Aviation,2024-07-01/2024-07-07,0.06816558
Liaoning,Aviation,2024-07-08/2024-07-14,0.0696785
Liaoning,Aviation,2024-07-15/2024-07-21,0.07061639
Liaoning,Aviation,2024-07-22/2024-07-28,0.06913995
Liaoning,Aviation,2024-07-29/2024-08-04,0.07066622
Liaoning,Aviation,2024-08-05/2024-08-11,0.07100807
Liaoning,Aviation,2024-08-12/2024-08-18,0.07041047
Liaoning,Aviation,2024-08-19/2024-08-25,0.06969445
Liaoning,Aviation,2024-08-26/2024-09-01,0.06743397
Liaoning,Aviation,2024-09-02/2024-09-08,0.06136041
Liaoning,Aviation,2024-09-09/2024-09-15,0.06198573
Liaoning,Aviation,2024-09-16/2024-09-22,0.06065434
Liaoning,Aviation,2024-09-23/2024-09-29,0.064709
Liaoning,Aviation,2024-09-30/2024-10-06,0.00924662
Liaoning,Ground Transport,2020-09-07/2020-09-13,0.5010939
Liaoning,Ground Transport,2020-09-14/2020-09-20,0.5803159
Liaoning,Ground Transport,2020-09-21/2020-09-27,0.5929139
Liaoning,Ground Transport,2020-09-28/2020-10-04,0.5259102
Liaoning,Ground Transport,2020-10-05/2020-10-11,0.5159031
Liaoning,Ground Transport,2020-10-12/2020-10-18,0.5822094
Liaoning,Ground Transport,2020-10-19/2020-10-25,0.5836466
Liaoning,Ground Transport,2020-10-26/2020-11-01,0.5882189
Liaoning,Ground Transport,2020-11-02/2020-11-08,0.5833754
Liaoning,Ground Transport,2020-11-09/2020-11-15,0.5808697
Liaoning,Ground Transport,2020-11-16/2020-11-22,0.584283
Liaoning,Ground Transport,2020-11-23/2020-11-29,0.5746898
Liaoning,Ground Transport,2020-11-30/2020-12-06,0.5767045
Liaoning,Ground Transport,2020-12-07/2020-12-13,0.5680064
Liaoning,Ground Transport,2020-12-14/2020-12-20,0.5644987
Liaoning,Ground Transport,2020-12-21/2020-12-27,0.5417586
Liaoning,Ground Transport,2020-12-28/2021-01-03,0.5338937
Liaoning,Ground Transport,2021-01-04/2021-01-10,0.5384844
Liaoning,Ground Transport,2021-01-11/2021-01-17,0.5398275
Liaoning,Ground Transport,2021-01-18/2021-01-24,0.5507183
Liaoning,Ground Transport,2021-01-25/2021-01-31,0.576042
Liaoning,Ground Transport,2021-02-01/2021-02-07,0.5489131
Liaoning,Ground Transport,2021-02-08/2021-02-14,0.5031508
Liaoning,Ground Transport,2021-02-15/2021-02-21,0.453722
Liaoning,Ground Transport,2021-02-22/2021-02-28,0.5360312
Liaoning,Ground Transport,2021-03-01/2021-03-07,0.5845552
Liaoning,Ground Transport,2021-03-08/2021-03-14,0.5630112
Liaoning,Ground Transport,2021-03-15/2021-03-21,0.5674032999999999
Liaoning,Ground Transport,2021-03-22/2021-03-28,0.5831172
Liaoning,Ground Transport,2021-03-29/2021-04-04,0.5874633
Liaoning,Ground Transport,2021-04-05/2021-04-11,0.5767238
Liaoning,Ground Transport,2021-04-12/2021-04-18,0.5748052
Liaoning,Ground Transport,2021-04-19/2021-04-25,0.5827639
Liaoning,Ground Transport,2021-04-26/2021-05-02,0.5990601
Liaoning,Ground Transport,2021-05-03/2021-05-09,0.5817836000000001
Liaoning,Ground Transport,2021-05-10/2021-05-16,0.5881738
Liaoning,Ground Transport,2021-05-17/2021-05-23,0.5753112
Liaoning,Ground Transport,2021-05-24/2021-05-30,0.594353
Liaoning,Ground Transport,2021-05-31/2021-06-06,0.5832952
Liaoning,Ground Transport,2021-06-07/2021-06-13,0.5856305
Liaoning,Ground Transport,2021-06-14/2021-06-20,0.58949
Liaoning,Ground Transport,2021-06-21/2021-06-27,0.6029353
Liaoning,Ground Transport,2021-06-28/2021-07-04,0.5849215
Liaoning,Ground Transport,2021-07-05/2021-07-11,0.5754495
Liaoning,Ground Transport,2021-07-12/2021-07-18,0.5993092
Liaoning,Ground Transport,2021-07-19/2021-07-25,0.5795203
Liaoning,Ground Transport,2021-07-26/2021-08-01,0.5653069
Liaoning,Ground Transport,2021-08-02/2021-08-08,0.5760256
Liaoning,Ground Transport,2021-08-09/2021-08-15,0.5574878999999999
Liaoning,Ground Transport,2021-08-16/2021-08-22,0.5906727
Liaoning,Ground Transport,2021-08-23/2021-08-29,0.5868758000000001
Liaoning,Ground Transport,2021-08-30/2021-09-05,0.5853381
Liaoning,Ground Transport,2021-09-06/2021-09-12,0.6206886
Liaoning,Ground Transport,2021-09-13/2021-09-19,0.6182594
Liaoning,Ground Transport,2021-09-20/2021-09-26,0.6037881
Liaoning,Ground Transport,2021-09-27/2021-10-03,0.6177741999999999
Liaoning,Ground Transport,2021-10-04/2021-10-10,0.5832229
Liaoning,Ground Transport,2021-10-11/2021-10-17,0.6065877
Liaoning,Ground Transport,2021-10-18/2021-10-24,0.6119297
Liaoning,Ground Transport,2021-10-25/2021-10-31,0.6117338
Liaoning,Ground Transport,2021-11-01/2021-11-07,0.613928
Liaoning,Ground Transport,2021-11-08/2021-11-14,0.6076157
Liaoning,Ground Transport,2021-11-15/2021-11-21,0.5576016
Liaoning,Ground Transport,2021-11-22/2021-11-28,0.5509819
Liaoning,Ground Transport,2021-11-29/2021-12-05,0.558069
Liaoning,Ground Transport,2021-12-06/2021-12-12,0.5770884000000001
Liaoning,Ground Transport,2021-12-13/2021-12-19,0.5757284
Liaoning,Ground Transport,2021-12-20/2021-12-26,0.5828086
Liaoning,Ground Transport,2021-12-27/2022-01-02,0.5980689
Liaoning,Ground Transport,2022-01-03/2022-01-09,0.5925474
Liaoning,Ground Transport,2022-01-10/2022-01-16,0.5990298000000001
Liaoning,Ground Transport,2022-01-17/2022-01-23,0.5831045
Liaoning,Ground Transport,2022-01-24/2022-01-30,0.5352171
Liaoning,Ground Transport,2022-01-31/2022-02-06,0.4720946
Liaoning,Ground Transport,2022-02-07/2022-02-13,0.5010017
Liaoning,Ground Transport,2022-02-14/2022-02-20,0.54798
Liaoning,Ground Transport,2022-02-21/2022-02-27,0.5745027
Liaoning,Ground Transport,2022-02-28/2022-03-06,0.5937735
Liaoning,Ground Transport,2022-03-07/2022-03-13,0.5945146
Liaoning,Ground Transport,2022-03-14/2022-03-20,0.5402996
Liaoning,Ground Transport,2022-03-21/2022-03-27,0.4816685
Liaoning,Ground Transport,2022-03-28/2022-04-03,0.49486969999999997
Liaoning,Ground Transport,2022-04-04/2022-04-10,0.4992517
Liaoning,Ground Transport,2022-04-11/2022-04-17,0.4807492
Liaoning,Ground Transport,2022-04-18/2022-04-24,0.4914082
Liaoning,Ground Transport,2022-04-25/2022-05-01,0.5122416
Liaoning,Ground Transport,2022-05-02/2022-05-08,0.5160041
Liaoning,Ground Transport,2022-05-09/2022-05-15,0.5166088
Liaoning,Ground Transport,2022-05-16/2022-05-22,0.5209206
Liaoning,Ground Transport,2022-05-23/2022-05-29,0.496282
Liaoning,Ground Transport,2022-05-30/2022-06-05,0.5281637
Liaoning,Ground Transport,2022-06-06/2022-06-12,0.6043099000000001
Liaoning,Ground Transport,2022-06-13/2022-06-19,0.5981366
Liaoning,Ground Transport,2022-06-20/2022-06-26,0.6109258
Liaoning,Ground Transport,2022-06-27/2022-07-03,0.5964743
Liaoning,Ground Transport,2022-07-04/2022-07-10,0.6008803
Liaoning,Ground Transport,2022-07-11/2022-07-17,0.602581
Liaoning,Ground Transport,2022-07-18/2022-07-24,0.6030233
Liaoning,Ground Transport,2022-07-25/2022-07-31,0.6068514
Liaoning,Ground Transport,2022-08-01/2022-08-07,0.6093283
Liaoning,Ground Transport,2022-08-08/2022-08-14,0.6010085000000001
Liaoning,Ground Transport,2022-08-15/2022-08-21,0.6026357
Liaoning,Ground Transport,2022-08-22/2022-08-28,0.5680189
Liaoning,Ground Transport,2022-08-29/2022-09-04,0.5374839
Liaoning,Ground Transport,2022-09-05/2022-09-11,0.5335036
Liaoning,Ground Transport,2022-09-12/2022-09-18,0.5688542
Liaoning,Ground Transport,2022-09-19/2022-09-25,0.609063
Liaoning,Ground Transport,2022-09-26/2022-10-02,0.6359005
Liaoning,Ground Transport,2022-10-03/2022-10-09,0.5971534000000001
Liaoning,Ground Transport,2022-10-10/2022-10-16,0.5935249
Liaoning,Ground Transport,2022-10-17/2022-10-23,0.6168205
Liaoning,Ground Transport,2022-10-24/2022-10-30,0.6448243
Liaoning,Ground Transport,2022-10-31/2022-11-06,0.6290454
Liaoning,Ground Transport,2022-11-07/2022-11-13,0.6274718
Liaoning,Ground Transport,2022-11-14/2022-11-20,0.6241878000000001
Liaoning,Ground Transport,2022-11-21/2022-11-27,0.5764077
Liaoning,Ground Transport,2022-11-28/2022-12-04,0.5026463
Liaoning,Ground Transport,2022-12-05/2022-12-11,0.5405945
Liaoning,Ground Transport,2022-12-12/2022-12-18,0.4834933
Liaoning,Ground Transport,2022-12-19/2022-12-25,0.4840814
Liaoning,Ground Transport,2022-12-26/2023-01-01,0.49604550000000003
Liaoning,Ground Transport,2023-01-02/2023-01-08,0.5686286
Liaoning,Ground Transport,2023-01-09/2023-01-15,0.5880025
Liaoning,Ground Transport,2023-01-16/2023-01-22,0.5470992
Liaoning,Ground Transport,2023-01-23/2023-01-29,0.48080069999999997
Liaoning,Ground Transport,2023-01-30/2023-02-05,0.5762812
Liaoning,Ground Transport,2023-02-06/2023-02-12,0.5864048000000001
Liaoning,Ground Transport,2023-02-13/2023-02-19,0.5955873
Liaoning,Ground Transport,2023-02-20/2023-02-26,0.5933752999999999
Liaoning,Ground Transport,2023-02-27/2023-03-05,0.6051224
Liaoning,Ground Transport,2023-03-06/2023-03-12,0.6069739000000001
Liaoning,Ground Transport,2023-03-13/2023-03-19,0.6059523
Liaoning,Ground Transport,2023-03-20/2023-03-26,0.6092875
Liaoning,Ground Transport,2023-03-27/2023-04-02,0.5924079
Liaoning,Ground Transport,2023-04-03/2023-04-09,0.5979609
Liaoning,Ground Transport,2023-04-10/2023-04-16,0.596092
Liaoning,Ground Transport,2023-04-17/2023-04-23,0.5966184
Liaoning,Ground Transport,2023-04-24/2023-04-30,0.6067277
Liaoning,Ground Transport,2023-05-01/2023-05-07,0.6016441
Liaoning,Ground Transport,2023-05-08/2023-05-14,0.6025892
Liaoning,Ground Transport,2023-05-15/2023-05-21,0.6060314
Liaoning,Ground Transport,2023-05-22/2023-05-28,0.5936698
Liaoning,Ground Transport,2023-05-29/2023-06-04,0.6005451
Liaoning,Ground Transport,2023-06-05/2023-06-11,0.6239888
Liaoning,Ground Transport,2023-06-12/2023-06-18,0.6005544
Liaoning,Ground Transport,2023-06-19/2023-06-25,0.6163201
Liaoning,Ground Transport,2023-06-26/2023-07-02,0.6121289999999999
Liaoning,Ground Transport,2023-07-03/2023-07-09,0.6152432999999999
Liaoning,Ground Transport,2023-07-10/2023-07-16,0.6129992
Liaoning,Ground Transport,2023-07-17/2023-07-23,0.6026959
Liaoning,Ground Transport,2023-07-24/2023-07-30,0.6069254
Liaoning,Ground Transport,2023-07-31/2023-08-06,0.6118202
Liaoning,Ground Transport,2023-08-07/2023-08-13,0.5952854
Liaoning,Ground Transport,2023-08-14/2023-08-20,0.5893996
Liaoning,Ground Transport,2023-08-21/2023-08-27,0.5845259
Liaoning,Ground Transport,2023-08-28/2023-09-03,0.6004342
Liaoning,Ground Transport,2023-09-04/2023-09-10,0.5958942
Liaoning,Ground Transport,2023-09-11/2023-09-17,0.600022
Liaoning,Ground Transport,2023-09-18/2023-09-24,0.6040102
Liaoning,Ground Transport,2023-09-25/2023-10-01,0.6033482
Liaoning,Ground Transport,2023-10-02/2023-10-08,0.5651678
Liaoning,Ground Transport,2023-10-09/2023-10-15,0.57675
Liaoning,Ground Transport,2023-10-16/2023-10-22,0.6012397
Liaoning,Ground Transport,2023-10-23/2023-10-29,0.5935712
Liaoning,Ground Transport,2023-10-30/2023-11-05,0.5936325
Liaoning,Ground Transport,2023-11-06/2023-11-12,0.5888627
Liaoning,Ground Transport,2023-11-13/2023-11-19,0.5949149
Liaoning,Ground Transport,2023-11-20/2023-11-26,0.5757298
Liaoning,Ground Transport,2023-11-27/2023-12-03,0.5809704
Liaoning,Ground Transport,2023-12-04/2023-12-10,0.5782863
Liaoning,Ground Transport,2023-12-11/2023-12-17,0.585663
Liaoning,Ground Transport,2023-12-18/2023-12-24,0.6176339
Liaoning,Ground Transport,2023-12-25/2023-12-31,0.5989242
Liaoning,Ground Transport,2024-01-01/2024-01-07,0.5830634
Liaoning,Ground Transport,2024-01-08/2024-01-14,0.5693178999999999
Liaoning,Ground Transport,2024-01-15/2024-01-21,0.5585819
Liaoning,Ground Transport,2024-01-22/2024-01-28,0.5439796
Liaoning,Ground Transport,2024-01-29/2024-02-04,0.568607
Liaoning,Ground Transport,2024-02-05/2024-02-11,0.47841920000000004
Liaoning,Ground Transport,2024-02-12/2024-02-18,0.4510107
Liaoning,Ground Transport,2024-02-19/2024-02-25,0.5234281000000001
Liaoning,Ground Transport,2024-02-26/2024-03-03,0.5614892499999999
Liaoning,Ground Transport,2024-03-04/2024-03-10,0.5866622
Liaoning,Ground Transport,2024-03-11/2024-03-17,0.5908277
Liaoning,Ground Transport,2024-03-18/2024-03-24,0.5973798
Liaoning,Ground Transport,2024-03-25/2024-03-31,0.5952932
Liaoning,Ground Transport,2024-04-01/2024-04-07,0.5975582
Liaoning,Ground Transport,2024-04-08/2024-04-14,0.5912235
Liaoning,Ground Transport,2024-04-15/2024-04-21,0.5981257
Liaoning,Ground Transport,2024-04-22/2024-04-28,0.6044826
Liaoning,Ground Transport,2024-04-29/2024-05-05,0.5881209000000001
Liaoning,Ground Transport,2024-05-06/2024-05-12,0.6196589
Liaoning,Ground Transport,2024-05-13/2024-05-19,0.6027496
Liaoning,Ground Transport,2024-05-20/2024-05-26,0.601051
Liaoning,Ground Transport,2024-05-27/2024-06-02,0.5890312
Liaoning,Ground Transport,2024-06-03/2024-06-09,0.5945195
Liaoning,Ground Transport,2024-06-10/2024-06-16,0.5847857
Liaoning,Ground Transport,2024-06-17/2024-06-23,0.5941395
Liaoning,Ground Transport,2024-06-24/2024-06-30,0.5742491
Liaoning,Ground Transport,2024-07-01/2024-07-07,0.6044371
Liaoning,Ground Transport,2024-07-08/2024-07-14,0.6034545
Liaoning,Ground Transport,2024-07-15/2024-07-21,0.608014
Liaoning,Ground Transport,2024-07-22/2024-07-28,0.6100374
Liaoning,Ground Transport,2024-07-29/2024-08-04,0.5989074
Liaoning,Ground Transport,2024-08-05/2024-08-11,0.5971221
Liaoning,Ground Transport,2024-08-12/2024-08-18,0.5987092
Liaoning,Ground Transport,2024-08-19/2024-08-25,0.5956942000000001
Liaoning,Ground Transport,2024-08-26/2024-09-01,0.5968931
Liaoning,Ground Transport,2024-09-02/2024-09-08,0.6144267
Liaoning,Ground Transport,2024-09-09/2024-09-15,0.6224689999999999
Liaoning,Ground Transport,2024-09-16/2024-09-22,0.6131781
Liaoning,Ground Transport,2024-09-23/2024-09-29,0.6224251
Liaoning,Ground Transport,2024-09-30/2024-10-06,0.0905314
Liaoning,Industry,2019-12-30/2020-01-05,2.764363
Liaoning,Industry,2020-01-06/2020-01-12,3.815381
Liaoning,Industry,2020-01-13/2020-01-19,3.507225
Liaoning,Industry,2020-01-20/2020-01-26,2.807813
Liaoning,Industry,2020-01-27/2020-02-02,2.585242
Liaoning,Industry,2020-02-03/2020-02-09,2.862783
Liaoning,Industry,2020-02-10/2020-02-16,2.811998
Liaoning,Industry,2020-02-17/2020-02-23,2.906814
Liaoning,Industry,2020-02-24/2020-03-01,3.197092
Liaoning,Industry,2020-03-02/2020-03-08,3.702072
Liaoning,Industry,2020-03-09/2020-03-15,3.815855
Liaoning,Industry,2020-03-16/2020-03-22,3.885662
Liaoning,Industry,2020-03-23/2020-03-29,3.905726
Liaoning,Industry,2020-03-30/2020-04-05,4.217086
Liaoning,Industry,2020-04-06/2020-04-12,4.38276
Liaoning,Industry,2020-04-13/2020-04-19,4.249134
Liaoning,Industry,2020-04-20/2020-04-26,4.226477
Liaoning,Industry,2020-04-27/2020-05-03,4.230939
Liaoning,Industry,2020-05-04/2020-05-10,4.688898
Liaoning,Industry,2020-05-11/2020-05-17,4.528704
Liaoning,Industry,2020-05-18/2020-05-24,4.558242
Liaoning,Industry,2020-05-25/2020-05-31,4.524785
Liaoning,Industry,2020-06-01/2020-06-07,4.264694
Liaoning,Industry,2020-06-08/2020-06-14,4.603677
Liaoning,Industry,2020-06-15/2020-06-21,4.5614930000000005
Liaoning,Industry,2020-06-22/2020-06-28,4.378604
Liaoning,Industry,2020-06-29/2020-07-05,4.283462
Liaoning,Industry,2020-07-06/2020-07-12,4.266115
Liaoning,Industry,2020-07-13/2020-07-19,4.226068
Liaoning,Industry,2020-07-20/2020-07-26,4.216499
Liaoning,Industry,2020-07-27/2020-08-02,4.404642
Liaoning,Industry,2020-08-03/2020-08-09,4.539582
Liaoning,Industry,2020-08-10/2020-08-16,4.566833
Liaoning,Industry,2020-08-17/2020-08-23,4.37668
Liaoning,Industry,2020-08-24/2020-08-30,4.229717
Liaoning,Industry,2020-08-31/2020-09-06,5.107858
Liaoning,Industry,2020-09-07/2020-09-13,4.9601120000000005
Liaoning,Industry,2020-09-14/2020-09-20,4.573071
Liaoning,Industry,2020-09-21/2020-09-27,4.409912
Liaoning,Industry,2020-09-28/2020-10-04,4.097053
Liaoning,Industry,2020-10-05/2020-10-11,4.126903
Liaoning,Industry,2020-10-12/2020-10-18,4.425757
Liaoning,Industry,2020-10-19/2020-10-25,4.571144
Liaoning,Industry,2020-10-26/2020-11-01,4.723174
Liaoning,Industry,2020-11-02/2020-11-08,4.165669
Liaoning,Industry,2020-11-09/2020-11-15,4.355245
Liaoning,Industry,2020-11-16/2020-11-22,4.599827
Liaoning,Industry,2020-11-23/2020-11-29,5.144659
Liaoning,Industry,2020-11-30/2020-12-06,4.430893
Liaoning,Industry,2020-12-07/2020-12-13,4.426458
Liaoning,Industry,2020-12-14/2020-12-20,4.542117
Liaoning,Industry,2020-12-21/2020-12-27,4.535796
Liaoning,Industry,2020-12-28/2021-01-03,4.496037
Liaoning,Industry,2021-01-04/2021-01-10,4.625507
Liaoning,Industry,2021-01-11/2021-01-17,4.542424
Liaoning,Industry,2021-01-18/2021-01-24,4.292256
Liaoning,Industry,2021-01-25/2021-01-31,4.154974
Liaoning,Industry,2021-02-01/2021-02-07,3.514458
Liaoning,Industry,2021-02-08/2021-02-14,3.0049449999999998
Liaoning,Industry,2021-02-15/2021-02-21,2.807418
Liaoning,Industry,2021-02-22/2021-02-28,3.176356
Liaoning,Industry,2021-03-01/2021-03-07,4.649638
Liaoning,Industry,2021-03-08/2021-03-14,4.750225
Liaoning,Industry,2021-03-15/2021-03-21,4.517993
Liaoning,Industry,2021-03-22/2021-03-28,4.432101
Liaoning,Industry,2021-03-29/2021-04-04,4.818145
Liaoning,Industry,2021-04-05/2021-04-11,4.990663
Liaoning,Industry,2021-04-12/2021-04-18,4.7496410000000004
Liaoning,Industry,2021-04-19/2021-04-25,4.639552
Liaoning,Industry,2021-04-26/2021-05-02,4.590204
Liaoning,Industry,2021-05-03/2021-05-09,4.72626
Liaoning,Industry,2021-05-10/2021-05-16,5.005248
Liaoning,Industry,2021-05-17/2021-05-23,5.007026
Liaoning,Industry,2021-05-24/2021-05-30,5.007765
Liaoning,Industry,2021-05-31/2021-06-06,4.640446
Liaoning,Industry,2021-06-07/2021-06-13,4.783146
Liaoning,Industry,2021-06-14/2021-06-20,4.948533
Liaoning,Industry,2021-06-21/2021-06-27,4.945947
Liaoning,Industry,2021-06-28/2021-07-04,4.522311
Liaoning,Industry,2021-07-05/2021-07-11,4.549447
Liaoning,Industry,2021-07-12/2021-07-18,4.6476500000000005
Liaoning,Industry,2021-07-19/2021-07-25,4.305087
Liaoning,Industry,2021-07-26/2021-08-01,4.5432120000000005
Liaoning,Industry,2021-08-02/2021-08-08,4.95031
Liaoning,Industry,2021-08-09/2021-08-15,4.789661
Liaoning,Industry,2021-08-16/2021-08-22,4.4591
Liaoning,Industry,2021-08-23/2021-08-29,4.260145
Liaoning,Industry,2021-08-30/2021-09-05,4.615332
Liaoning,Industry,2021-09-06/2021-09-12,4.494377
Liaoning,Industry,2021-09-13/2021-09-19,4.358783
Liaoning,Industry,2021-09-20/2021-09-26,4.17029
Liaoning,Industry,2021-09-27/2021-10-03,4.0836570000000005
